,Tat90_SGat0.55,Tat180_SGat0.55,Tat270_SGat0.55,Tat360_SGat0.55,Tat450_SGat0.55,Tat540_SGat0.55,Tat90_SGat0.6,Tat180_SGat0.6,Tat270_SGat0.6,Tat360_SGat0.6,Tat450_SGat0.6,Tat540_SGat0.6,Tat90_SGat0.65,Tat180_SGat0.65,Tat270_SGat0.65,Tat360_SGat0.65,Tat450_SGat0.65,Tat540_SGat0.65,Tat90_SGat0.7,Tat180_SGat0.7,Tat270_SGat0.7,Tat360_SGat0.7,Tat450_SGat0.7,Tat540_SGat0.7,Tat90_SGat0.75,Tat180_SGat0.75,Tat270_SGat0.75,Tat360_SGat0.75,Tat450_SGat0.75,Tat540_SGat0.75,Tat90_SGat0.8,Tat180_SGat0.8,Tat270_SGat0.8,Tat360_SGat0.8,Tat450_SGat0.8,Tat540_SGat0.8,Tat90_SGat0.85,Tat180_SGat0.85,Tat270_SGat0.85,Tat360_SGat0.85,Tat450_SGat0.85,Tat540_SGat0.85,Tat90_SGat0.9,Tat180_SGat0.9,Tat270_SGat0.9,Tat360_SGat0.9,Tat450_SGat0.9,Tat540_SGat0.9
991,0.4184305397901392,-0.2948864561876814,-0.21433493039200424,0.2840505598090915,0.7662448810844374,0.8841630777473161,0.4302214667646641,-0.3049110134988511,0.23371812081134147,-0.17152196368105593,0.7188358003428865,0.8627408835340067,0.441897945917668,-0.31473281050265545,-0.23169997511215357,0.23155334852767195,0.660650471971248,0.8384729847178367,0.45348330522973623,0.30206932747687554,0.2430393075715389,0.2279201134642621,0.586234141622026,0.8108706508680109,0.4650002219560186,0.30985778395185437,-0.24848560114987928,0.22733959905944578,0.4846432143674806,0.779278515945869,0.47647076828987434,-0.34324798324899897,0.2534984677582912,0.22842583021042617,0.3447574956793623,0.7427829286979454,0.4879164713269602,0.3255401852255959,0.25901519668085693,-0.20867275296162957,0.263875836470375,0.7000472276073448,0.49935838257869336,0.33344478869592,0.2646846733833548,-0.21589119896053188,-0.17557030355404735,0.6489972131092724
1090,0.46019774489455245,0.3066085213103735,0.2521668650134592,0.29066804306727073,0.7440058384593848,0.8744623883995853,0.4731693718737885,-0.33524408102444037,-0.24522302068013313,-0.18850059386155926,0.6910029644413219,0.8509250117153037,0.48601475507615577,-0.346051806774172,0.26160768221704855,-0.1968636739928562,0.6256162247921864,0.8241912311917767,0.498759613830123,-0.35666683945642275,0.2669853203216366,-0.20511883129022668,0.5422900550083576,0.7936918369704468,0.5114289390642542,-0.3671171426432909,-0.27314898150346,-0.21327677732731876,0.4349549290927964,0.7586613403807007,0.5240470466162213,0.34931919450763416,-0.2821977226190564,-0.22134912711239862,0.32544352397496157,0.7180355056640705,0.5366376454249067,-0.38762541616471946,0.284649953926263,0.25287172705040284,0.27937559329210604,0.67028332563519,0.5492239156339469,-0.39773044477244746,-0.30002766010064974,-0.23728650162426324,-0.19294717390450838,0.6131541876834167
1189,0.5019588670092548,-0.3535162986199849,-0.2567995174539841,0.3036973271383235,0.7229787388490011,0.8652969133377691,0.5161116973759273,0.3435506430877624,-0.267316958549658,-0.20545196490323375,0.6650040469991767,0.8397330076709996,0.5301264231892735,0.35284634941766724,0.28495790682119293,0.2727701386258534,0.5939719874602734,0.8106483876393149,0.5440311659098285,-0.38893296294089197,-0.2877851491740453,0.27018630601384985,0.5064404533296518,0.7774114174303998,0.5578532387056786,-0.4003371126383093,-0.2977840550093023,0.2703745677834195,0.4060967256550445,0.7391841149803273,0.5716192079378686,0.38094125650418853,0.3035715116553137,0.2721964233452976,0.32827037451733215,0.6948374153649686,0.5853549699713645,-0.42271675538284503,-0.31742564709153487,0.27508532230663363,0.29648798579806435,0.6428607908987325,0.5990858381568829,-0.4337435897198234,-0.32711125533054,-0.2586516086654207,-0.21029572334298302,0.5814094639079802
1288,0.5437139123870274,-0.3827959632877851,0.2967394690990106,0.3190411686747566,0.703588182067353,0.8567198242323529,0.5590484483559292,-0.39584212573320743,-0.28938214719391586,-0.22237634202072798,0.6416859831737337,0.8292475823838149,0.5742329544374143,0.38208081630723356,0.3082469307625364,0.2931337097906821,0.5674442902384497,0.7979746323473635,0.5892979649416092,0.3921992404654657,0.3147119879185154,-0.24199472696677626,0.48119317818107094,0.7622387648557732,0.604273123790622,0.40235294927929877,0.3214985143836744,-0.2516278429767417,0.39469821305281483,0.7211943265030548,0.6191872547137574,0.4125461418155243,-0.33308831271707673,0.2939056047923593,0.3386305212186667,0.6737877405693327,0.6340684470601292,0.4227855062357797,0.33579624318813783,0.2971983769252645,0.31431293218668543,0.6188434233837166,0.6489441519422564,0.43307955509483076,3.1449825363927815,-0.2799867707954502,-0.22761623140426324,0.5555772833396044
1387,0.5854628872676739,0.3895846197847348,-0.2991489970632283,0.33546130051123313,0.6862488897076533,0.8487821495363436,0.6019796298902607,-0.42610729230865707,-0.311418805090221,-0.23927398588002996,0.621799543711072,0.8195492766096046,0.6183343529964578,-0.4398776897579664,-0.3234602686176322,0.31334833923803407,0.5470877450426772,0.7862980880033348,0.6345600143934108,0.42220262639532447,0.33849481160787676,-0.26039031187594563,0.46618247856780537,0.7483805870448418,0.6506885972254735,0.43314775666205496,0.34584734245419146,0.31287314036700775,0.3945107409028454,0.7050303566676595,0.6667511894004803,0.4441339230835337,-0.35849208943756516,0.3155049358276151,0.35214009711729555,0.6554392875463931,0.6827780787834425,0.4551685901319127,0.36130887852461724,-0.2911955988886832,0.3324867326188585,0.5990698056629958,0.6987988587855913,0.46626112864277514,0.3693442750288227,0.3237022173657176,-0.24490897276034662,0.5365289945364102
1486,0.6272057978792359,0.41719139698104657,0.3409972121919713,0.3524464492409608,0.6713054211968102,0.841530975118402,0.644905247046633,0.4288188697459354,-0.3334271478066526,-0.25614515270955446,0.6058191097236707,0.810712779663951,0.6624306230348692,0.4404850299522878,-0.3463293168636108,0.3334233311245991,0.5329943661200687,0.7757369628913003,0.6798173177276603,0.4521862278791491,0.3622253402298161,0.3324512203489184,0.45953055868521075,0.7360231468586356,0.6970996619129605,0.46392425123593006,-0.37152129030650216,-0.2898641688869896,0.4007449364813008,0.6909787332553836,0.7143110144516601,0.4757046723622971,-0.3838684168722992,0.3369994422194843,0.3672173215592367,0.6401933226598795,0.7314838672309119,0.4875357641610243,-0.3960860919605589,-0.3117526975967515,0.3508335380117259,0.5839287838138261,0.7486499604785386,0.4994277810887371,-0.4082003040703934,-0.3225682449747044,-0.2621742173408984,0.5240565603921139
1585,0.6689426504380651,0.44477254274887,-0.34138519065397577,0.3697456206701588,0.6589793299431,0.8350076339809969,0.6878253048848337,0.4571947585124656,-0.35540738805733496,0.3577810006122313,0.5938593548428952,0.8028031323502396,0.7065217687152422,0.4696550306175733,-0.3691703629145806,-0.28511977473073713,0.5245540210264878,0.7663913791203331,0.7250698784032978,0.48215014818688884,0.38590456015886154,-0.29709804744088986,0.45914412543288097,0.7253142888036095,0.7435063207530497,0.4946825184663233,0.39440397511142034,0.3548937324513546,0.4106308705950962,0.6792354036022674,0.761866732318174,0.5072584611254389,-0.40921746489239297,0.35839371452794255,0.38316412881606043,0.6282305610577219,0.7801858144901928,0.5198870886688518,-0.42225212211961827,-0.3322808469945594,0.36925860606310024,0.5733353589746935,0.7984974588127809,0.5325795638333495,0.4214522812167125,0.3683485544522094,0.3626520487464856,0.5173120794671582
1684,0.7106734511488242,0.47232825058579553,-0.36246136058937406,0.38722137419561187,0.6493446241205213,0.8292460512606546,0.7307398084548908,0.48554747939284915,-0.3773597357563011,0.37681218056927357,0.5857254549269806,0.7958722738700217,0.7506077941935615,0.4988037940651142,-0.3919836062217037,-0.3026897446998011,0.5208753291533423,0.7583362510337563,0.7703176998743031,0.5120944895554804,-0.40636655203230854,-0.31541070227577817,0.463236260985569,0.716349570537315,0.7899085766414217,0.5254226430548057,0.4186133178377063,0.375739809597041,0.42268037947960896,0.6698844515612536,0.8094183454486625,0.538795360272647,0.42798794879417845,0.3796919619702682,0.39962594122212736,0.6195097337203762,0.8288839226468149,0.5522226235641676,0.43761107465378424,0.3847221532682743,0.38770715898203134,0.5668803659331914,0.8483413555770885,0.5657165279391496,0.447452349312655,0.39055405922400754,0.38212180322932343,0.5152681484810727
1783,0.7523982062039802,0.4998587111865369,0.40683461260667153,0.40479264692096006,0.6423385943154301,0.8242714130819853,0.7736487627997367,0.5138771847307606,0.4150069904895304,0.39575454552847344,0.5810363050175877,0.7899564021286963,0.7946887036196739,0.5279314437063303,0.4238206389243715,0.3928893986636216,0.5210566584809517,0.751616534835217,0.8155607855892981,0.5420193532039319,0.43311284384135207,0.39357213382166045,0.47045837605717344,0.7091659885119054,0.8363064324704026,0.5561447089491776,0.44277766359944115,0.396483281154138,0.4360760775052503,0.6629005313608749,0.8569658562882836,0.5703154401366672,0.45274497987016415,0.4008980577898277,0.4164041095905521,0.6138225229888981,0.8775781937849766,0.5845424283225604,0.4629682511338389,0.4063878352545456,0.4061459935587751,0.5640140868477534,0.8981816525594708,0.5988387241341178,0.4734170116234637,0.4126843480894635,0.4014923443753573,0.5169564521066886
1882,0.7941169217846478,0.5273641125023596,0.4286423105869064,0.4224090407437069,0.6377976134549446,0.8200992998260963,0.8165521729529219,0.5421840249477914,0.43738171539389015,0.41460776946854483,0.5793408904943582,0.785074512942495,0.8387645011379947,0.557038101577028,0.4467696574249822,0.41248085861280226,0.5242978657690254,0.7462456876830819,0.8607991389934361,0.571924839348201,0.4566437101784726,0.41372338022172594,0.4798613092604823,0.7037443752147055,0.8826998911296084,0.5868487993532341,0.4668977231122151,0.417128725188914,0.4503458676798248,0.6581707048968083,0.9045092672801816,0.6018187704899678,0.47746131733448394,0.42201557773241605,0.43337919091569876,0.6108673897078908,0.9262686299856202,0.616846561991901,0.48828779280021983,0.42797334936431075,0.4245543561703101,0.5641722509386893,0.9480183515456465,0.6319462028148852,0.49934666994429544,0.43474166379131884,0.4207653567439854,0.5215505221991531
1981,0.8358296040597889,0.5548446397990172,0.45038411072263296,0.4400380053391686,0.6354999380317614,0.8167353690277682,0.8594500439396969,0.5704681485787948,0.45969786304212024,0.4333726935845572,0.580192075429266,0.7812282856485097,0.8828351908852127,0.5861238883599484,0.4696660611932384,0.43196663908724064,0.5299318157539479,0.7422074120382166,0.9060327635263092,0.6018110472158127,0.48012687632743556,0.4337725119654834,0.49079772492826795,0.7000188032639676,0.9290889555040277,0.6175349967366075,0.4909741856161667,0.43768032920562705,0.46520248571865863,0.6555249158165182,0.9520485808649795,0.6333054205510384,0.502137525435026,0.44304783289333327,0.4504754902248441,0.6103112839894661,0.9749552333283524,0.6491350831963394,0.5135701678206821,0.44948132527024376,0.4429190484796487,0.5668368940400048,0.9978514543204603,0.6650390140497544,0.5252417173284478,0.45672812165300847,0.4399431425417266,0.5283814069728008
2080,0.8775362591868511,0.5823004757126378,0.47206175715471,0.45765793343353556,0.6352018097857186,0.8141756017079651,0.9023423807771535,0.5987297023067315,0.48195676433501644,0.4520508504513987,0.5831816909665313,0.7784032474285056,0.9269007769936141,0.6151889234068606,0.49251088863582804,0.4513517114877884,0.5374231519357876,0.7394600251532865,0.9512616626234711,0.6316780750601587,0.5035631685297748,0.45372421397333884,0.5028285106722261,0.6978896742017046,0.9754736284755392,0.6482033828441385,0.5150077198201004,0.45814193811522497,0.4804628262737831,0.6547649111024945,0.9995837994799832,0.6647754589911814,0.5267741534327663,0.4639978979132411,0.46764308064160776,0.6118285108927961,1.023638005890485,0.6814080501408168,0.5388158331998523,0.470914228049393,0.4612316392770204,0.5715574780524968,1.0476809626663526,0.6981172075820827,0.5511025383649986,0.4786457200247436,0.45902832523439474,0.5369259911055332
2179,0.9192368933119905,0.6097318003049095,0.49367690585672364,0.4752542083723348,0.6366617116781108,0.8124070545652038,0.9452291884737883,0.6269688309964538,0.5041596923978666,0.4706441724482541,0.5879525833710395,0.776570946368474,0.9709612635878657,0.6442333247599776,0.515305138975336,0.4706406128149314,0.5463531425592422,0.7379423551756722,0.9964858397155574,0.6615260201744555,0.5269533856415842,0.473582757867808,0.5156530078436291,0.697237119275383,1.0218539129230568,0.6788540387053299,0.5389989747908304,0.4785170946587428,0.4960054774736413,0.6556860849033304,1.0471149255602572,0.696228953940573,0.5513717361826882,0.4848686353258995,0.4848480017658625,0.6151200796662627,1.0723169497479383,0.7136655206156428,0.5640252351674908,0.4922743730480241,0.47948679814496054,0.5779536643227229,1.0975068783650015,0.7311808328330685,0.576929509444815,0.5004963496271657,0.4780236710188337,0.5467840550641598
2278,0.960931512568751,0.6371387911157178,0.5152311310833732,0.49281682873554356,0.6396538064612458,0.8114090045219964,0.9881104720294096,0.655185677727649,0.5263078662150975,0.48915480962768887,0.5941997065094482,0.7756917461573871,1.0150166547873494,0.6732572091730686,0.5380497743961621,0.4898374984121199,0.5563993813972834,0.7375800176259598,1.04170529822882,0.6913549789056594,0.5502983004527917,0.49335205472101407,0.5290619774893699,0.697932406069411,1.0682298117215647,0.7094870446434816,0.5629485807933163,0.4988090737125451,0.5117472281645452,0.6580912864464548,1.0946419615380576,0.7276659729948134,0.5759307946833012,0.5056627166855951,0.5020665979838043,0.6199208334867548,1.12099206697377,0.7459075520006411,0.5891988095489538,0.5135639390195875,0.4976812600617755,0.5857105581853015,1.1473292031959061,0.7642299389051366,0.6027229990158744,0.522281801933188,0.4969319804078315,0.557652884586537
